locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAAOPJAA_10958	CDS	252				hypothetical protein
KAAOPJAA_10959	CDS	606				hypothetical protein
KAAOPJAA_10960	CDS	618				hypothetical protein
KAAOPJAA_10961	CDS	1236				hypothetical protein
KAAOPJAA_10962	CDS	327				hypothetical protein
KAAOPJAA_10963	CDS	336				hypothetical protein
KAAOPJAA_10964	CDS	333				hypothetical protein
KAAOPJAA_10965	CDS	462				hypothetical protein
KAAOPJAA_10966	CDS	429				hypothetical protein
KAAOPJAA_10967	CDS	510				hypothetical protein
KAAOPJAA_10968	CDS	657				hypothetical protein
KAAOPJAA_10969	CDS	5412				hypothetical protein
KAAOPJAA_10970	CDS	510				hypothetical protein
KAAOPJAA_10971	CDS	1173				hypothetical protein
KAAOPJAA_10972	CDS	5394				hypothetical protein
KAAOPJAA_10973	CDS	285				hypothetical protein
KAAOPJAA_10974	CDS	1362				hypothetical protein
KAAOPJAA_10975	CDS	1188				hypothetical protein
KAAOPJAA_10976	CDS	429				hypothetical protein
KAAOPJAA_10977	CDS	381				hypothetical protein
KAAOPJAA_10978	CDS	600				hypothetical protein
KAAOPJAA_10979	CDS	597				hypothetical protein
KAAOPJAA_10980	CDS	618				hypothetical protein
KAAOPJAA_10981	CDS	3012	secD_2			Protein translocase subunit SecD
KAAOPJAA_10982	CDS	2088	dcp_1	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
KAAOPJAA_10983	CDS	1086				hypothetical protein
KAAOPJAA_10984	CDS	906				hypothetical protein
KAAOPJAA_10985	CDS	681				hypothetical protein
KAAOPJAA_10986	CDS	273	hupB_3		COG0776	DNA-binding protein HU-beta
KAAOPJAA_10987	CDS	1818	argS_4	6.1.1.19	COG0018	Arginine--tRNA ligase
KAAOPJAA_10988	CDS	1560				hypothetical protein
KAAOPJAA_10989	CDS	2352	topA_3	5.6.2.1		DNA topoisomerase 1
KAAOPJAA_10990	CDS	1686				hypothetical protein
KAAOPJAA_10991	CDS	3018	cpoB_7			Cell division coordinator CpoB
KAAOPJAA_10992	CDS	1311				hypothetical protein
KAAOPJAA_10993	CDS	525	nudC_3	3.6.1.22		NADH pyrophosphatase
KAAOPJAA_10994	CDS	1005				hypothetical protein
KAAOPJAA_10995	CDS	1017				hypothetical protein
KAAOPJAA_10996	CDS	1620				hypothetical protein
KAAOPJAA_10997	CDS	2001				hypothetical protein
KAAOPJAA_10998	CDS	3252				TonB-dependent receptor P3
KAAOPJAA_10999	CDS	936	rbsK_3	2.7.1.15		Ribokinase
KAAOPJAA_11000	CDS	909	rbsK_4	2.7.1.15		Ribokinase
KAAOPJAA_11001	CDS	1119	degA_6		COG1609	HTH-type transcriptional regulator DegA
KAAOPJAA_11002	CDS	483				hypothetical protein
KAAOPJAA_11003	CDS	600				hypothetical protein
KAAOPJAA_11004	CDS	1152				ISAs1 family transposase ISBf9
KAAOPJAA_11005	CDS	1152				ISAs1 family transposase ISBf9
KAAOPJAA_11006	CDS	3420				TonB-dependent receptor P3
KAAOPJAA_11007	CDS	1734				SusD-like protein P2
KAAOPJAA_11008	CDS	783				hypothetical protein
KAAOPJAA_11009	CDS	2157				hypothetical protein
KAAOPJAA_11010	CDS	1143	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
KAAOPJAA_11011	CDS	1257				hypothetical protein
KAAOPJAA_11012	CDS	1086				hypothetical protein
KAAOPJAA_11013	CDS	2184				hypothetical protein
KAAOPJAA_11014	CDS	591	sigW_5		COG1595	ECF RNA polymerase sigma factor SigW
KAAOPJAA_11015	CDS	957				hypothetical protein
KAAOPJAA_11016	CDS	774				hypothetical protein
KAAOPJAA_11017	CDS	780				hypothetical protein
KAAOPJAA_11018	CDS	1530				hypothetical protein
KAAOPJAA_11019	CDS	804	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
KAAOPJAA_11020	CDS	708				hypothetical protein
KAAOPJAA_11021	tRNA	77				tRNA-Asn(gtt)
KAAOPJAA_11022	tRNA	75				tRNA-Asn(gtt)
KAAOPJAA_11023	CDS	990	RBKS_4	2.7.1.15		Ribokinase
KAAOPJAA_11024	CDS	1689				hypothetical protein
KAAOPJAA_11025	CDS	1431	ahcY_3	3.3.1.1		Adenosylhomocysteinase
KAAOPJAA_11026	CDS	2514				hypothetical protein
KAAOPJAA_11027	CDS	1602				IS66 family transposase IS693
KAAOPJAA_11028	CDS	357				hypothetical protein
KAAOPJAA_11029	CDS	570				hypothetical protein
KAAOPJAA_11030	CDS	1332	tolC		COG1538	Outer membrane protein TolC
KAAOPJAA_11031	CDS	1092	emrA			Colistin resistance protein EmrA
KAAOPJAA_11032	CDS	1638				hypothetical protein
KAAOPJAA_11033	CDS	879	rhaS_14			HTH-type transcriptional activator RhaS
KAAOPJAA_11034	CDS	654	upp_3	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
KAAOPJAA_11035	CDS	1608	pckA_1	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
KAAOPJAA_11036	CDS	198				hypothetical protein
KAAOPJAA_11037	CDS	525	srpC_1		COG2059	putative chromate transport protein
KAAOPJAA_11038	CDS	1938	typA_4		COG1217	GTP-binding protein TypA/BipA
KAAOPJAA_11039	CDS	270	rpsO_3		COG0184	30S ribosomal protein S15
KAAOPJAA_11040	CDS	576				hypothetical protein
KAAOPJAA_11041	CDS	1650	fadD3_2	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
KAAOPJAA_11042	CDS	1083	rfbM_3	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
KAAOPJAA_11043	tRNA	85				tRNA-Leu(caa)
KAAOPJAA_11044	CDS	978				IS982 family transposase ISPrsp2
KAAOPJAA_11045	CDS	798				hypothetical protein
KAAOPJAA_11046	CDS	288				hypothetical protein
KAAOPJAA_11047	CDS	1074				hypothetical protein
KAAOPJAA_11048	CDS	1107	dnaG_8	2.7.7.-		DNA primase
KAAOPJAA_11049	CDS	384				hypothetical protein
KAAOPJAA_11050	CDS	927				hypothetical protein
KAAOPJAA_11051	CDS	708				hypothetical protein
KAAOPJAA_11052	CDS	360				hypothetical protein
KAAOPJAA_11053	CDS	396				hypothetical protein
KAAOPJAA_11054	CDS	240				hypothetical protein
KAAOPJAA_11055	CDS	252				hypothetical protein
KAAOPJAA_11056	CDS	2292				hypothetical protein
KAAOPJAA_11057	CDS	669				hypothetical protein
KAAOPJAA_11058	CDS	162				hypothetical protein
KAAOPJAA_11059	CDS	978				IS982 family transposase ISPrsp2
KAAOPJAA_11060	CDS	342				hypothetical protein
KAAOPJAA_11061	CDS	564				hypothetical protein
KAAOPJAA_11062	CDS	573				hypothetical protein
KAAOPJAA_11063	CDS	1155	yhcG_6	3.1.-.-	COG4804	Putative nuclease YhcG
KAAOPJAA_11064	CDS	1224	xerC_57			Tyrosine recombinase XerC
KAAOPJAA_11065	CDS	471				hypothetical protein
KAAOPJAA_11066	CDS	621	gph_18	3.1.3.18	COG0546	Phosphoglycolate phosphatase
KAAOPJAA_11067	CDS	627				hypothetical protein
KAAOPJAA_11068	CDS	564				hypothetical protein
KAAOPJAA_11069	CDS	570	yhcG_7	3.1.-.-	COG4804	Putative nuclease YhcG
KAAOPJAA_11070	CDS	1299				hypothetical protein
KAAOPJAA_11071	CDS	228				hypothetical protein
KAAOPJAA_11072	CDS	594				hypothetical protein
KAAOPJAA_11073	CDS	684				hypothetical protein
KAAOPJAA_11074	CDS	624				hypothetical protein
KAAOPJAA_11075	CDS	564	yvqK_2	2.5.1.17	COG2096	Corrinoid adenosyltransferase
KAAOPJAA_11076	CDS	222				hypothetical protein
KAAOPJAA_11077	CDS	441				hypothetical protein
KAAOPJAA_11078	CDS	1059	ansB_1	3.5.1.1	COG0252	L-asparaginase 2
KAAOPJAA_11079	CDS	1311	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
KAAOPJAA_11080	CDS	828	aspA_2	4.3.1.1	COG1027	Aspartate ammonia-lyase
KAAOPJAA_11081	CDS	555				hypothetical protein
KAAOPJAA_11082	CDS	2457	priA_4	3.6.4.-		primosomal protein N'
KAAOPJAA_11083	CDS	471		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
KAAOPJAA_11084	CDS	2076	rny_3	3.1.-.-		Ribonuclease Y
KAAOPJAA_11085	CDS	1518	gltX_6	6.1.1.17	COG0008	Glutamate--tRNA ligase
KAAOPJAA_11086	CDS	1224	waaA_2	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
KAAOPJAA_11087	CDS	522	yrdA_2		COG0663	Protein YrdA
KAAOPJAA_11088	CDS	1782				hypothetical protein
KAAOPJAA_11089	CDS	192	rpsU_2		COG0828	30S ribosomal protein S21
KAAOPJAA_11090	CDS	882	xerD_14			Tyrosine recombinase XerD
KAAOPJAA_11091	CDS	300	hpf_4			Ribosome hibernation promoting factor
KAAOPJAA_11092	tRNA	75				tRNA-Thr(tgt)
KAAOPJAA_11093	tRNA	84				tRNA-Tyr(gta)
KAAOPJAA_11094	tRNA	74				tRNA-Gly(tcc)
KAAOPJAA_11095	tRNA	73				tRNA-Thr(ggt)
KAAOPJAA_11096	CDS	1185	tufA_2		COG0050	Elongation factor Tu
KAAOPJAA_11097	tRNA	74				tRNA-Trp(cca)
KAAOPJAA_11098	CDS	543	nusG_4		COG0250	Transcription termination/antitermination protein NusG
KAAOPJAA_11099	CDS	444	rplK_3		COG0080	50S ribosomal protein L11
KAAOPJAA_11100	CDS	699	rplA_4			50S ribosomal protein L1
KAAOPJAA_11101	CDS	519	rplJ_4		COG0244	50S ribosomal protein L10
KAAOPJAA_11102	CDS	375	rplL_4		COG0222	50S ribosomal protein L7/L12
KAAOPJAA_11103	CDS	3813	rpoB_3	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
KAAOPJAA_11104	CDS	4284	rpoC_4	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KAAOPJAA_11105	CDS	309				hypothetical protein
KAAOPJAA_11106	CDS	411	rpsL_4			30S ribosomal protein S12
KAAOPJAA_11107	CDS	477	rpsG_4		COG0049	30S ribosomal protein S7
KAAOPJAA_11108	CDS	2118	fusA_5		COG0480	Elongation factor G
KAAOPJAA_11109	CDS	306	rpsJ_4		COG0051	30S ribosomal protein S10
KAAOPJAA_11110	CDS	618	rplC_4		COG0087	50S ribosomal protein L3
KAAOPJAA_11111	CDS	627	rplD_4			50S ribosomal protein L4
KAAOPJAA_11112	CDS	291	rplW_4		COG0089	50S ribosomal protein L23
KAAOPJAA_11113	CDS	825	rplB_4		COG0090	50S ribosomal protein L2
KAAOPJAA_11114	CDS	270	rpsS_4			30S ribosomal protein S19
KAAOPJAA_11115	CDS	411				hypothetical protein
KAAOPJAA_11116	CDS	732	rpsC_4		COG0092	30S ribosomal protein S3
KAAOPJAA_11117	CDS	435	rplP_4		COG0197	50S ribosomal protein L16
KAAOPJAA_11118	CDS	198	rpmC_4			50S ribosomal protein L29
KAAOPJAA_11119	CDS	270	rpsQ_4			30S ribosomal protein S17
KAAOPJAA_11120	CDS	366	rplN_4			50S ribosomal protein L14
KAAOPJAA_11121	CDS	321	rplX_4		COG0198	50S ribosomal protein L24
KAAOPJAA_11122	CDS	558	rplE_4		COG0094	50S ribosomal protein L5
KAAOPJAA_11123	CDS	285	rpsN_1		COG0199	30S ribosomal protein S14
KAAOPJAA_11124	CDS	396	rpsH_4		COG0096	30S ribosomal protein S8
KAAOPJAA_11125	CDS	570	rplF_4			50S ribosomal protein L6
KAAOPJAA_11126	CDS	345	rplR_4		COG0256	50S ribosomal protein L18
KAAOPJAA_11127	CDS	519	rpsE_2		COG0098	30S ribosomal protein S5
KAAOPJAA_11128	CDS	177	rpmD_3		COG1841	50S ribosomal protein L30
KAAOPJAA_11129	CDS	285	rplO_4		COG0200	50S ribosomal protein L15
KAAOPJAA_11130	CDS	1341	secY_4		COG0201	Protein translocase subunit SecY
KAAOPJAA_11131	CDS	798	map_5	3.4.11.18	COG0024	Methionine aminopeptidase 1
KAAOPJAA_11132	CDS	219	infA_4			Translation initiation factor IF-1
KAAOPJAA_11133	CDS	381	rpsM_4			30S ribosomal protein S13
KAAOPJAA_11134	CDS	390	rpsK_3			30S ribosomal protein S11
KAAOPJAA_11135	CDS	606	rpsD_4			30S ribosomal protein S4
KAAOPJAA_11136	CDS	993	rpoA_4	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
KAAOPJAA_11137	CDS	489				hypothetical protein
KAAOPJAA_11138	CDS	369				hypothetical protein
KAAOPJAA_11139	CDS	240				hypothetical protein
KAAOPJAA_11140	CDS	1560				hypothetical protein
KAAOPJAA_11141	CDS	345				hypothetical protein
KAAOPJAA_11142	CDS	1761				hypothetical protein
KAAOPJAA_11143	CDS	402				hypothetical protein
KAAOPJAA_11144	CDS	540				hypothetical protein
KAAOPJAA_11145	CDS	2010				hypothetical protein
KAAOPJAA_11146	CDS	1005				hypothetical protein
KAAOPJAA_11147	CDS	2040				hypothetical protein
KAAOPJAA_11148	CDS	3090				TonB-dependent receptor P26
KAAOPJAA_11149	CDS	1383				hypothetical protein
KAAOPJAA_11150	CDS	1821	mutS_6			DNA mismatch repair protein MutS
KAAOPJAA_11151	CDS	648				hypothetical protein
KAAOPJAA_11152	CDS	1347				hypothetical protein
KAAOPJAA_11153	CDS	1029	mdtE_2			Multidrug resistance protein MdtE
KAAOPJAA_11154	CDS	3159	mdtB			Multidrug resistance protein MdtB
KAAOPJAA_11155	CDS	294				hypothetical protein
KAAOPJAA_11156	CDS	417				hypothetical protein
KAAOPJAA_11157	CDS	546				hypothetical protein
KAAOPJAA_11158	CDS	3309				hypothetical protein
KAAOPJAA_11159	CDS	1344				hypothetical protein
KAAOPJAA_11160	CDS	936				hypothetical protein
KAAOPJAA_11161	CDS	1323				hypothetical protein
KAAOPJAA_11162	CDS	1401				hypothetical protein
KAAOPJAA_11163	CDS	918				hypothetical protein
KAAOPJAA_11164	CDS	1488				hypothetical protein
KAAOPJAA_11165	CDS	1005	gpr_3	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
KAAOPJAA_11166	rRNA	1525				16S ribosomal RNA
KAAOPJAA_11167	tRNA	75				tRNA-Ile(gat)
KAAOPJAA_11168	tRNA	75				tRNA-Ala(tgc)
KAAOPJAA_11169	rRNA	2869				23S ribosomal RNA
KAAOPJAA_11170	rRNA	106				5S ribosomal RNA
KAAOPJAA_11171	CDS	366				hypothetical protein
KAAOPJAA_11172	CDS	159				hypothetical protein
KAAOPJAA_11173	CDS	816				hypothetical protein
KAAOPJAA_11174	CDS	399				hypothetical protein
KAAOPJAA_11175	CDS	552				hypothetical protein
KAAOPJAA_11176	CDS	699				hypothetical protein
KAAOPJAA_11177	CDS	1665				hypothetical protein
KAAOPJAA_11178	tRNA	74				tRNA-Pro(cgg)
KAAOPJAA_11179	CDS	525				hypothetical protein
KAAOPJAA_11180	CDS	639				hypothetical protein
KAAOPJAA_11181	CDS	252				hypothetical protein
KAAOPJAA_11182	CDS	1086	xerC_58			Tyrosine recombinase XerC
KAAOPJAA_11183	CDS	531				hypothetical protein
KAAOPJAA_11184	CDS	474				hypothetical protein
KAAOPJAA_11185	CDS	873	xerC_59			Tyrosine recombinase XerC
KAAOPJAA_11186	CDS	375				hypothetical protein
KAAOPJAA_11187	CDS	306				hypothetical protein
KAAOPJAA_11188	CDS	360				hypothetical protein
KAAOPJAA_11189	CDS	468				hypothetical protein
KAAOPJAA_11190	CDS	420				hypothetical protein
KAAOPJAA_11191	CDS	138				hypothetical protein
KAAOPJAA_11192	CDS	375				hypothetical protein
KAAOPJAA_11193	CDS	636	vatD_1	2.3.1.-		Streptogramin A acetyltransferase
KAAOPJAA_11194	CDS	897	per1_2	3.5.2.6		Extended-spectrum beta-lactamase PER-1
KAAOPJAA_11195	CDS	567				hypothetical protein
KAAOPJAA_11196	CDS	633				hypothetical protein
KAAOPJAA_11197	CDS	789				hypothetical protein
KAAOPJAA_11198	CDS	1785				hypothetical protein
KAAOPJAA_11199	CDS	633				hypothetical protein
KAAOPJAA_11200	CDS	603				hypothetical protein
KAAOPJAA_11201	CDS	450				hypothetical protein
KAAOPJAA_11202	CDS	681				hypothetical protein
KAAOPJAA_11203	CDS	801				hypothetical protein
KAAOPJAA_11204	CDS	603				hypothetical protein
KAAOPJAA_11205	CDS	630				hypothetical protein
KAAOPJAA_11206	CDS	807	rsxB_8	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
KAAOPJAA_11207	CDS	366				hypothetical protein
KAAOPJAA_11208	CDS	381	blaI_3		COG3682	Penicillinase repressor
KAAOPJAA_11209	CDS	1341				hypothetical protein
KAAOPJAA_11210	CDS	405				hypothetical protein
KAAOPJAA_11211	CDS	387				hypothetical protein
KAAOPJAA_11212	CDS	774				hypothetical protein
KAAOPJAA_11213	CDS	1380				hypothetical protein
KAAOPJAA_11214	CDS	687				hypothetical protein
KAAOPJAA_11215	CDS	1605	rcsC_36	2.7.13.3		Sensor histidine kinase RcsC
KAAOPJAA_11216	CDS	1323	zraR_5		COG2204	Transcriptional regulatory protein ZraR
KAAOPJAA_11217	CDS	768				hypothetical protein
KAAOPJAA_11218	CDS	372				hypothetical protein
KAAOPJAA_11219	CDS	936				hypothetical protein
KAAOPJAA_11220	tRNA	74				tRNA-Phe(gaa)
KAAOPJAA_11221	CDS	1584	gadC_2		COG0531	Glutamate/gamma-aminobutyrate antiporter
KAAOPJAA_11222	CDS	780				hypothetical protein
KAAOPJAA_11223	CDS	966	glsA1_2	3.5.1.2	COG2066	Glutaminase 1
KAAOPJAA_11224	CDS	867	gadB_2	4.1.1.15	COG0076	Glutamate decarboxylase
KAAOPJAA_11225	CDS	450	gadB_3	4.1.1.15	COG0076	Glutamate decarboxylase
KAAOPJAA_11226	CDS	393			COG0537	putative HIT-like protein
KAAOPJAA_11227	CDS	531	greA_4		COG0782	Transcription elongation factor GreA
KAAOPJAA_11228	CDS	1152	resA_21			Thiol-disulfide oxidoreductase ResA
KAAOPJAA_11229	CDS	2127	pnp_6	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
KAAOPJAA_11230	CDS	1062	buk2_1	2.7.2.7	COG3426	Butyrate kinase 2
KAAOPJAA_11231	CDS	960	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
KAAOPJAA_11232	CDS	909	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
KAAOPJAA_11233	CDS	1038	ywaD_2	3.4.11.6	COG2234	Aminopeptidase YwaD
KAAOPJAA_11234	CDS	423	sufE_2		COG2166	Cysteine desulfuration protein SufE
KAAOPJAA_11235	CDS	792				hypothetical protein
KAAOPJAA_11236	CDS	981	ribF_4		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
KAAOPJAA_11237	CDS	624		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
KAAOPJAA_11238	CDS	2685	yoaB_2	7.2.2.10	COG0474	Calcium-transporting ATPase 1
KAAOPJAA_11239	CDS	1698				hypothetical protein
KAAOPJAA_11240	CDS	1674	udk_3	2.7.1.48		Uridine kinase
KAAOPJAA_11241	CDS	1176	axe7A_1	3.1.1.-	COG3458	Acetyl esterase Axe7A
KAAOPJAA_11242	CDS	1374	pepP_3	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
KAAOPJAA_11243	CDS	1485	rpoN_2		COG1508	RNA polymerase sigma-54 factor
KAAOPJAA_11244	CDS	672				hypothetical protein
KAAOPJAA_11245	CDS	381	gcvH_3		COG0509	Glycine cleavage system H protein
KAAOPJAA_11246	CDS	510	purE_4	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KAAOPJAA_11247	CDS	1839	ispG_4	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
KAAOPJAA_11248	CDS	630				hypothetical protein
KAAOPJAA_11249	CDS	1272				hypothetical protein
KAAOPJAA_11250	CDS	1956	cadA_4	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
KAAOPJAA_11251	CDS	423				hypothetical protein
KAAOPJAA_11252	CDS	1002	mdh_3	1.1.1.37		Malate dehydrogenase
KAAOPJAA_11253	CDS	1677				hypothetical protein
KAAOPJAA_11254	CDS	1890				hypothetical protein
KAAOPJAA_11255	CDS	3108	hsdR_2	3.1.21.3		Type I restriction enzyme EcoR124II R protein
KAAOPJAA_11256	CDS	1125				hypothetical protein
KAAOPJAA_11257	CDS	1242				hypothetical protein
KAAOPJAA_11258	CDS	1557				hypothetical protein
KAAOPJAA_11259	CDS	198				hypothetical protein
KAAOPJAA_11260	CDS	372				hypothetical protein
KAAOPJAA_11261	CDS	1236	xerC_60			Tyrosine recombinase XerC
KAAOPJAA_11262	CDS	840	cvfB_1			Conserved virulence factor B
KAAOPJAA_11263	CDS	678				hypothetical protein
KAAOPJAA_11264	CDS	1071				hypothetical protein
KAAOPJAA_11265	CDS	1338	oprJ		COG1538	Outer membrane protein OprJ
KAAOPJAA_11266	CDS	1101	macA_2		COG0845	Macrolide export protein MacA
KAAOPJAA_11267	CDS	1230	macB_9	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
KAAOPJAA_11268	CDS	1260	macB_10	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
KAAOPJAA_11269	CDS	717	yknY_9	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
KAAOPJAA_11270	CDS	969	glkA_4	2.7.1.2		Glucokinase
KAAOPJAA_11271	CDS	243				hypothetical protein
KAAOPJAA_11272	CDS	354	rplS_4			50S ribosomal protein L19
KAAOPJAA_11273	CDS	786				hypothetical protein
KAAOPJAA_11274	CDS	834	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
KAAOPJAA_11275	CDS	3012	yfeW_1	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
KAAOPJAA_11276	CDS	627				hypothetical protein
KAAOPJAA_11277	CDS	669				hypothetical protein
KAAOPJAA_11278	CDS	354				hypothetical protein
KAAOPJAA_11279	CDS	2436	cdr_1	1.8.1.14		Coenzyme A disulfide reductase
KAAOPJAA_11280	CDS	129				hypothetical protein
KAAOPJAA_11281	CDS	2937	susC_6			TonB-dependent receptor SusC
KAAOPJAA_11282	CDS	1542				SusD-like protein P25
KAAOPJAA_11283	CDS	903				hypothetical protein
KAAOPJAA_11284	CDS	1647				hypothetical protein
KAAOPJAA_11285	CDS	2709				hypothetical protein
KAAOPJAA_11286	CDS	1989				hypothetical protein
KAAOPJAA_11287	CDS	2094				hypothetical protein
KAAOPJAA_11288	CDS	816				hypothetical protein
KAAOPJAA_11289	CDS	477				hypothetical protein
KAAOPJAA_11290	CDS	819				hypothetical protein
KAAOPJAA_11291	CDS	939				hypothetical protein
KAAOPJAA_11292	CDS	3003				hypothetical protein
KAAOPJAA_11293	CDS	510				hypothetical protein
KAAOPJAA_11294	CDS	315				hypothetical protein
KAAOPJAA_11295	CDS	369				hypothetical protein
KAAOPJAA_11296	CDS	252				hypothetical protein
KAAOPJAA_11297	CDS	930				hypothetical protein
KAAOPJAA_11298	CDS	591				hypothetical protein
KAAOPJAA_11299	CDS	612				hypothetical protein
KAAOPJAA_11300	CDS	210				hypothetical protein
KAAOPJAA_11301	CDS	1023				hypothetical protein
KAAOPJAA_11302	CDS	711				hypothetical protein
KAAOPJAA_11303	CDS	504				hypothetical protein
KAAOPJAA_11304	CDS	291				hypothetical protein
KAAOPJAA_11305	CDS	924				hypothetical protein
KAAOPJAA_11306	CDS	519				hypothetical protein
KAAOPJAA_11307	CDS	564				hypothetical protein
KAAOPJAA_11308	CDS	876				hypothetical protein
KAAOPJAA_11309	CDS	573				hypothetical protein
KAAOPJAA_11310	CDS	981				hypothetical protein
KAAOPJAA_11311	CDS	1299				hypothetical protein
KAAOPJAA_11312	CDS	306				hypothetical protein
KAAOPJAA_11313	CDS	624				hypothetical protein
KAAOPJAA_11314	CDS	1005				hypothetical protein
KAAOPJAA_11315	CDS	630				hypothetical protein
KAAOPJAA_11316	CDS	621				hypothetical protein
KAAOPJAA_11317	CDS	489				hypothetical protein
KAAOPJAA_11318	CDS	1812	ltrA_4		COG3344	Group II intron-encoded protein LtrA
KAAOPJAA_11319	CDS	2097				hypothetical protein
KAAOPJAA_11320	CDS	333				hypothetical protein
KAAOPJAA_11321	CDS	267				hypothetical protein
KAAOPJAA_11322	CDS	300				hypothetical protein
KAAOPJAA_11323	CDS	777				hypothetical protein
KAAOPJAA_11324	CDS	429				hypothetical protein
KAAOPJAA_11325	CDS	441				hypothetical protein
KAAOPJAA_11326	CDS	756				hypothetical protein
KAAOPJAA_11327	CDS	453				hypothetical protein
KAAOPJAA_11328	CDS	1254				hypothetical protein
KAAOPJAA_11329	CDS	2028				hypothetical protein
KAAOPJAA_11330	CDS	288				hypothetical protein
KAAOPJAA_11331	CDS	255				hypothetical protein
KAAOPJAA_11332	CDS	498				hypothetical protein
KAAOPJAA_11333	CDS	294				hypothetical protein
KAAOPJAA_11334	CDS	1095				hypothetical protein
KAAOPJAA_11335	CDS	1242				hypothetical protein
KAAOPJAA_11336	CDS	1770				hypothetical protein
KAAOPJAA_11337	CDS	261				hypothetical protein
KAAOPJAA_11338	CDS	2163	topB_7	5.6.2.1	COG0550	DNA topoisomerase 3
KAAOPJAA_11339	CDS	237				hypothetical protein
KAAOPJAA_11340	CDS	570				hypothetical protein
KAAOPJAA_11341	CDS	981				hypothetical protein
KAAOPJAA_11342	CDS	252				hypothetical protein
KAAOPJAA_11343	CDS	1089				hypothetical protein
KAAOPJAA_11344	CDS	720				hypothetical protein
KAAOPJAA_11345	CDS	789				hypothetical protein
KAAOPJAA_11346	CDS	756	lytR_2		COG3279	Sensory transduction protein LytR
KAAOPJAA_11347	CDS	1092				hypothetical protein
KAAOPJAA_11348	CDS	684				hypothetical protein
KAAOPJAA_11349	CDS	675				hypothetical protein
KAAOPJAA_11350	CDS	666				hypothetical protein
KAAOPJAA_11351	CDS	819				hypothetical protein
KAAOPJAA_11352	CDS	573				hypothetical protein
KAAOPJAA_11353	CDS	213				hypothetical protein
KAAOPJAA_11354	CDS	276				hypothetical protein
KAAOPJAA_11355	CDS	2286				hypothetical protein
KAAOPJAA_11356	CDS	1794	ltaS2_2		COG1368	Lipoteichoic acid synthase 2
KAAOPJAA_11357	CDS	555				hypothetical protein
KAAOPJAA_11358	CDS	1122	mexA			Multidrug resistance protein MexA
KAAOPJAA_11359	CDS	3114	bepE_5			Efflux pump membrane transporter BepE
