locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBKIEKNK_14199	CDS	309				hypothetical protein
CBKIEKNK_14200	CDS	1347				hypothetical protein
CBKIEKNK_14201	CDS	357				hypothetical protein
CBKIEKNK_14202	CDS	381	blaI_2		COG3682	Penicillinase repressor
CBKIEKNK_14203	CDS	1788				hypothetical protein
CBKIEKNK_14204	CDS	423				hypothetical protein
CBKIEKNK_14205	CDS	267				hypothetical protein
CBKIEKNK_14206	CDS	1686				hypothetical protein
CBKIEKNK_14207	CDS	342				hypothetical protein
CBKIEKNK_14208	CDS	189				hypothetical protein
CBKIEKNK_14209	CDS	702	walR_11		COG0745	Transcriptional regulatory protein WalR
CBKIEKNK_14210	CDS	918	sasA_32	2.7.-.-		Adaptive-response sensory-kinase SasA
CBKIEKNK_14211	CDS	768				hypothetical protein
CBKIEKNK_14212	CDS	924	bcrA_6			Bacitracin transport ATP-binding protein BcrA
CBKIEKNK_14213	CDS	732				hypothetical protein
CBKIEKNK_14214	CDS	732				hypothetical protein
CBKIEKNK_14215	CDS	429				hypothetical protein
CBKIEKNK_14216	CDS	237				hypothetical protein
CBKIEKNK_14217	CDS	1677				hypothetical protein
CBKIEKNK_14218	CDS	156				hypothetical protein
CBKIEKNK_14219	CDS	186				hypothetical protein
CBKIEKNK_14220	CDS	468				hypothetical protein
CBKIEKNK_14221	CDS	711	btsR_2		COG3279	Transcriptional regulatory protein BtsR
CBKIEKNK_14222	CDS	1278				hypothetical protein
CBKIEKNK_14223	CDS	474				hypothetical protein
CBKIEKNK_14224	CDS	471				hypothetical protein
CBKIEKNK_14225	CDS	1080	ypdF_6	3.4.11.-	COG0006	Aminopeptidase YpdF
CBKIEKNK_14226	CDS	507				hypothetical protein
CBKIEKNK_14227	CDS	177	rpsU_5			30S ribosomal protein S21
CBKIEKNK_14228	CDS	441				hypothetical protein
CBKIEKNK_14229	CDS	450			COG3279	putative HTH-type transcriptional regulator
CBKIEKNK_14230	CDS	1674				hypothetical protein
CBKIEKNK_14231	CDS	663	srrA_11		COG0745	Transcriptional regulatory protein SrrA
CBKIEKNK_14232	CDS	1350	sasA_33	2.7.-.-		Adaptive-response sensory-kinase SasA
CBKIEKNK_14233	CDS	492	tadA_9	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
CBKIEKNK_14234	CDS	1131				hypothetical protein
CBKIEKNK_14235	CDS	1896	htpG_4		COG0326	Chaperone protein HtpG
CBKIEKNK_14236	tRNA	87				tRNA-Leu(cag)
CBKIEKNK_14237	CDS	753				hypothetical protein
CBKIEKNK_14238	CDS	1449				hypothetical protein
CBKIEKNK_14239	CDS	633	bcrA_7			Bacitracin transport ATP-binding protein BcrA
CBKIEKNK_14240	CDS	894				hypothetical protein
CBKIEKNK_14241	CDS	624				hypothetical protein
CBKIEKNK_14242	CDS	396				hypothetical protein
CBKIEKNK_14243	CDS	504				hypothetical protein
CBKIEKNK_14244	CDS	708	nagB_10	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
CBKIEKNK_14245	CDS	333				hypothetical protein
CBKIEKNK_14246	CDS	2226	recD2_9	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
CBKIEKNK_14247	CDS	213				hypothetical protein
CBKIEKNK_14248	CDS	231				hypothetical protein
CBKIEKNK_14249	CDS	261				hypothetical protein
CBKIEKNK_14250	CDS	117				hypothetical protein
CBKIEKNK_14251	CDS	216				hypothetical protein
CBKIEKNK_14252	CDS	1539	ettA_5		COG0488	Energy-dependent translational throttle protein EttA
CBKIEKNK_14253	CDS	2559	rcsC_41	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_14254	CDS	468				hypothetical protein
CBKIEKNK_14255	CDS	864				hypothetical protein
CBKIEKNK_14256	CDS	4446				hypothetical protein
CBKIEKNK_14257	CDS	543	bcrC_1	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
CBKIEKNK_14258	CDS	2616		7.2.2.10		Calcium-transporting ATPase 1
CBKIEKNK_14259	CDS	768	spo0A_5		COG0784	Stage 0 sporulation protein A
CBKIEKNK_14260	CDS	777				hypothetical protein
CBKIEKNK_14261	CDS	1635	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
CBKIEKNK_14262	CDS	291				hypothetical protein
CBKIEKNK_14263	CDS	1734				hypothetical protein
CBKIEKNK_14264	CDS	573				hypothetical protein
CBKIEKNK_14265	CDS	1302		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
CBKIEKNK_14266	CDS	435				hypothetical protein
CBKIEKNK_14267	CDS	1191				hypothetical protein
CBKIEKNK_14268	CDS	246	acpP_4			Acyl carrier protein
CBKIEKNK_14269	CDS	1542				hypothetical protein
CBKIEKNK_14270	CDS	1422				hypothetical protein
CBKIEKNK_14271	CDS	840				hypothetical protein
CBKIEKNK_14272	CDS	117				hypothetical protein
CBKIEKNK_14273	CDS	636				hypothetical protein
CBKIEKNK_14274	CDS	831	dtd3_6	3.1.1.96		D-aminoacyl-tRNA deacylase
CBKIEKNK_14275	CDS	1977	metG_5	6.1.1.10		Methionine--tRNA ligase
CBKIEKNK_14276	CDS	105				hypothetical protein
CBKIEKNK_14277	CDS	573				hypothetical protein
CBKIEKNK_14278	CDS	861				hypothetical protein
CBKIEKNK_14279	CDS	336				hypothetical protein
CBKIEKNK_14280	CDS	1128				hypothetical protein
CBKIEKNK_14281	CDS	933				hypothetical protein
CBKIEKNK_14282	CDS	1020				hypothetical protein
CBKIEKNK_14283	CDS	417				hypothetical protein
CBKIEKNK_14284	CDS	690				hypothetical protein
CBKIEKNK_14285	CDS	516				hypothetical protein
CBKIEKNK_14286	CDS	912				hypothetical protein
CBKIEKNK_14287	CDS	324				hypothetical protein
CBKIEKNK_14288	CDS	333				hypothetical protein
CBKIEKNK_14289	CDS	1032				hypothetical protein
CBKIEKNK_14290	CDS	462				hypothetical protein
CBKIEKNK_14291	CDS	687				hypothetical protein
CBKIEKNK_14292	CDS	624				hypothetical protein
CBKIEKNK_14293	CDS	1134	dacF_3	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
CBKIEKNK_14294	CDS	1341	pgiB	5.3.1.9		Glucose-6-phosphate isomerase B
CBKIEKNK_14295	CDS	414				hypothetical protein
CBKIEKNK_14296	CDS	510				hypothetical protein
CBKIEKNK_14297	CDS	186	rpmF_4			50S ribosomal protein L32
CBKIEKNK_14298	CDS	795				hypothetical protein
CBKIEKNK_14299	CDS	1359				hypothetical protein
CBKIEKNK_14300	CDS	1329	der_6		COG1160	GTPase Der
CBKIEKNK_14301	CDS	714	plsY_4	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
CBKIEKNK_14302	CDS	978	gmm	3.6.1.-		GDP-mannose mannosyl hydrolase
CBKIEKNK_14303	CDS	1293	murAB_3	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
CBKIEKNK_14304	CDS	783	yycJ_5	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
CBKIEKNK_14305	CDS	471	rlmH_5	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
CBKIEKNK_14306	CDS	840				hypothetical protein
CBKIEKNK_14307	CDS	498				hypothetical protein
CBKIEKNK_14308	CDS	267				hypothetical protein
CBKIEKNK_14309	CDS	1893	ltaS2_2		COG1368	Lipoteichoic acid synthase 2
CBKIEKNK_14310	CDS	735				hypothetical protein
CBKIEKNK_14311	CDS	870				hypothetical protein
CBKIEKNK_14312	CDS	354	adhR_3		COG0789	HTH-type transcriptional regulator AdhR
CBKIEKNK_14313	CDS	624				hypothetical protein
CBKIEKNK_14314	CDS	822				hypothetical protein
CBKIEKNK_14315	CDS	1692				hypothetical protein
CBKIEKNK_14316	CDS	336				hypothetical protein
CBKIEKNK_14317	CDS	1512	gpmI_3	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CBKIEKNK_14318	CDS	252				hypothetical protein
CBKIEKNK_14319	CDS	771	tpiA_7	5.3.1.1		Triosephosphate isomerase
CBKIEKNK_14320	CDS	1299	pgk_5	2.7.2.3	COG0126	Phosphoglycerate kinase
CBKIEKNK_14321	CDS	1092				hypothetical protein
CBKIEKNK_14322	CDS	606				hypothetical protein
CBKIEKNK_14323	CDS	3462	smc_15			Chromosome partition protein Smc
CBKIEKNK_14324	CDS	702			COG1136	putative ABC transporter ATP-binding protein
CBKIEKNK_14325	CDS	90				hypothetical protein
CBKIEKNK_14326	CDS	309				hypothetical protein
CBKIEKNK_14327	CDS	543	trmL_4	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
CBKIEKNK_14328	CDS	267				hypothetical protein
CBKIEKNK_14329	CDS	1884				hypothetical protein
CBKIEKNK_14330	CDS	609				hypothetical protein
CBKIEKNK_14331	CDS	807	mscS_3		COG0668	Small-conductance mechanosensitive channel
CBKIEKNK_14332	CDS	132				hypothetical protein
CBKIEKNK_14333	CDS	189	rpmB_5			50S ribosomal protein L28
CBKIEKNK_14334	CDS	711				hypothetical protein
CBKIEKNK_14335	CDS	711	scpA_4		COG1354	Segregation and condensation protein A
CBKIEKNK_14336	CDS	585	scpB_4		COG1386	Segregation and condensation protein B
CBKIEKNK_14337	CDS	645				hypothetical protein
CBKIEKNK_14338	CDS	441	ytfJ_1		COG3874	putative spore protein YtfJ
CBKIEKNK_14339	CDS	1134	dacB_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
CBKIEKNK_14340	CDS	741	rluB_6	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
CBKIEKNK_14341	CDS	420				hypothetical protein
CBKIEKNK_14342	CDS	1890	feoB_9		COG0370	Fe(2+) transporter FeoB
CBKIEKNK_14343	CDS	285				hypothetical protein
CBKIEKNK_14344	CDS	1362	trkA_3		COG0569	Trk system potassium uptake protein TrkA
CBKIEKNK_14345	CDS	1449	trkG_2		COG0168	Trk system potassium uptake protein TrkG
CBKIEKNK_14346	CDS	342				hypothetical protein
CBKIEKNK_14347	CDS	1593	dppE_9		COG4166	Dipeptide-binding protein DppE
CBKIEKNK_14348	CDS	852	iolE_4	4.2.1.44		Inosose dehydratase
CBKIEKNK_14349	CDS	1119	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
CBKIEKNK_14350	CDS	1440	proS_5	6.1.1.15	COG0442	Proline--tRNA ligase
CBKIEKNK_14351	CDS	234	acpP_5			Acyl carrier protein
CBKIEKNK_14352	CDS	882	aroE_5	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
CBKIEKNK_14353	CDS	534	aroK_3	2.7.1.71	COG0703	Shikimate kinase 1
CBKIEKNK_14354	CDS	1014	aroF_4	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
CBKIEKNK_14355	CDS	846	tyrC_2	1.3.1.43		Cyclohexadienyl dehydrogenase
CBKIEKNK_14356	CDS	1065	aroB_6	4.2.3.4	COG0337	3-dehydroquinate synthase
CBKIEKNK_14357	CDS	684	regX3_8		COG0745	Sensory transduction protein regX3
CBKIEKNK_14358	CDS	924	bcrA_8			Bacitracin transport ATP-binding protein BcrA
CBKIEKNK_14359	CDS	921				hypothetical protein
CBKIEKNK_14360	CDS	762				hypothetical protein
CBKIEKNK_14361	CDS	888				hypothetical protein
CBKIEKNK_14362	CDS	906	rcsC_42	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_14363	CDS	4305				hypothetical protein
CBKIEKNK_14364	CDS	1197				hypothetical protein
CBKIEKNK_14365	CDS	1656	ilvD_4	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CBKIEKNK_14366	CDS	687				hypothetical protein
CBKIEKNK_14367	CDS	864				hypothetical protein
CBKIEKNK_14368	CDS	1017	ilvC_2	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
CBKIEKNK_14369	CDS	486				hypothetical protein
CBKIEKNK_14370	CDS	510	ilvH_4	2.2.1.6	COG0440	Acetolactate synthase small subunit
CBKIEKNK_14371	CDS	1668	ilvG_2	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
CBKIEKNK_14372	CDS	687				hypothetical protein
CBKIEKNK_14373	CDS	222				hypothetical protein
CBKIEKNK_14374	CDS	1203	tdcB_3	4.3.1.19	COG1171	L-threonine ammonia-lyase
CBKIEKNK_14375	CDS	873				hypothetical protein
CBKIEKNK_14376	CDS	867	rluD_7	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CBKIEKNK_14377	CDS	915		2.5.1.10		Farnesyl diphosphate synthase
CBKIEKNK_14378	CDS	216	xseB_4	3.1.11.6		Exodeoxyribonuclease 7 small subunit
CBKIEKNK_14379	CDS	1188	xseA_5	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
CBKIEKNK_14380	CDS	927	tsaD_5	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
CBKIEKNK_14381	CDS	414	nusB_5		COG0781	Transcription antitermination protein NusB
CBKIEKNK_14382	CDS	165				hypothetical protein
CBKIEKNK_14383	CDS	768	coaX_3	2.7.1.33	COG1521	Type III pantothenate kinase
CBKIEKNK_14384	CDS	675	panT_2		COG4684	Pantothenic acid transporter PanT
CBKIEKNK_14385	CDS	1203	coaBC_5		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
CBKIEKNK_14386	CDS	411				hypothetical protein
CBKIEKNK_14387	CDS	1257	glyA_5	2.1.2.1		Serine hydroxymethyltransferase
CBKIEKNK_14388	CDS	705	hrb_2		COG1773	High molecular weight rubredoxin
CBKIEKNK_14389	CDS	753				hypothetical protein
CBKIEKNK_14390	CDS	408	iscR_2		COG1959	HTH-type transcriptional regulator IscR
CBKIEKNK_14391	CDS	582				hypothetical protein
CBKIEKNK_14392	CDS	1359	mepA_17		COG0534	Multidrug export protein MepA
CBKIEKNK_14393	CDS	639	rex_6		COG2344	Redox-sensing transcriptional repressor Rex
CBKIEKNK_14394	CDS	2601	adhE_8		COG1012	Aldehyde-alcohol dehydrogenase
CBKIEKNK_14395	CDS	756				hypothetical protein
CBKIEKNK_14396	CDS	1014	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
CBKIEKNK_14397	CDS	507				hypothetical protein
CBKIEKNK_14398	CDS	525	spmB_2			Spore maturation protein B
CBKIEKNK_14399	CDS	585	spmA_2		COG2715	Spore maturation protein A
CBKIEKNK_14400	CDS	1380		3.4.13.-		Putative dipeptidase
CBKIEKNK_14401	CDS	846	rhaS_16			HTH-type transcriptional activator RhaS
CBKIEKNK_14402	CDS	708	otnC_3	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
CBKIEKNK_14403	CDS	366	fucI_1	5.3.1.25		L-fucose isomerase
CBKIEKNK_14404	CDS	618				hypothetical protein
CBKIEKNK_14405	CDS	213				hypothetical protein
CBKIEKNK_14406	CDS	264	fucI_2	5.3.1.25	COG2407	L-fucose isomerase
CBKIEKNK_14407	CDS	1983				hypothetical protein
CBKIEKNK_14408	CDS	852	ybbH_10		COG1737	putative HTH-type transcriptional regulator YbbH
CBKIEKNK_14409	CDS	393				hypothetical protein
CBKIEKNK_14410	CDS	837			COG1307	DegV domain-containing protein
CBKIEKNK_14411	CDS	222				hypothetical protein
CBKIEKNK_14412	CDS	657				hypothetical protein
CBKIEKNK_14413	CDS	561				hypothetical protein
CBKIEKNK_14414	CDS	2214		3.2.1.-		Putative beta-xylosidase
CBKIEKNK_14415	CDS	1245	eriC_2		COG0038	Chloride/fluoride channel protein
CBKIEKNK_14416	CDS	399				hypothetical protein
CBKIEKNK_14417	CDS	981	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
CBKIEKNK_14418	CDS	1779				hypothetical protein
CBKIEKNK_14419	CDS	1566	cheB_4	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
CBKIEKNK_14420	CDS	1383				hypothetical protein
CBKIEKNK_14421	CDS	921	lacF_6			Lactose transport system permease protein LacF
CBKIEKNK_14422	CDS	816	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
CBKIEKNK_14423	CDS	1089	iolG_18	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
CBKIEKNK_14424	CDS	1122				hypothetical protein
CBKIEKNK_14425	CDS	888	iolE_5	4.2.1.44		Inosose dehydratase
CBKIEKNK_14426	CDS	1128	iolG_19	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
CBKIEKNK_14427	CDS	903	bssD_1	1.97.1.-		Benzylsuccinate synthase activating enzyme
CBKIEKNK_14428	CDS	2208	cutC_7	4.3.99.4		Choline trimethylamine-lyase
CBKIEKNK_14429	CDS	897				hypothetical protein
CBKIEKNK_14430	CDS	567				hypothetical protein
CBKIEKNK_14431	CDS	987	btuD_30	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CBKIEKNK_14432	CDS	861				hypothetical protein
CBKIEKNK_14433	CDS	255				hypothetical protein
CBKIEKNK_14434	CDS	138				hypothetical protein
CBKIEKNK_14435	CDS	453	ctsR_3		COG4463	Transcriptional regulator CtsR
CBKIEKNK_14436	CDS	687				hypothetical protein
CBKIEKNK_14437	CDS	543	mcsA_1		COG3880	Protein-arginine kinase activator protein
CBKIEKNK_14438	CDS	1050	mcsB_1	2.7.14.1	COG3869	Protein-arginine kinase
CBKIEKNK_14439	CDS	2439	clpC_6			ATP-dependent Clp protease ATP-binding subunit ClpC
CBKIEKNK_14440	CDS	336	ytcD_2		COG1733	putative HTH-type transcriptional regulator YtcD
CBKIEKNK_14441	CDS	567	flr_3			Flavoredoxin
CBKIEKNK_14442	CDS	930	rpsA_1			30S ribosomal protein S1
CBKIEKNK_14443	CDS	900				hypothetical protein
CBKIEKNK_14444	CDS	354				hypothetical protein
CBKIEKNK_14445	CDS	618				hypothetical protein
CBKIEKNK_14446	CDS	1218	icd_3	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
CBKIEKNK_14447	CDS	1935	leuC_3	4.2.1.33		3-isopropylmalate dehydratase large subunit
CBKIEKNK_14448	CDS	759	gph_13	3.1.3.18		Phosphoglycolate phosphatase
CBKIEKNK_14449	CDS	939				hypothetical protein
CBKIEKNK_14450	CDS	420	larC_2	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
CBKIEKNK_14451	CDS	618	sgcG_1	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
CBKIEKNK_14452	CDS	1650				hypothetical protein
CBKIEKNK_14453	CDS	1785	yheI_2	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
CBKIEKNK_14454	CDS	1884			COG1132	putative ABC transporter ATP-binding protein
CBKIEKNK_14455	CDS	1392	mleN_3		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
CBKIEKNK_14456	CDS	789	lnrL_5	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
CBKIEKNK_14457	CDS	804				hypothetical protein
CBKIEKNK_14458	CDS	777				hypothetical protein
CBKIEKNK_14459	CDS	966				hypothetical protein
CBKIEKNK_14460	CDS	1260	macB_11	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
CBKIEKNK_14461	CDS	2025				hypothetical protein
CBKIEKNK_14462	CDS	1044	btuD_31	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CBKIEKNK_14463	CDS	1746				hypothetical protein
CBKIEKNK_14464	CDS	603				hypothetical protein
CBKIEKNK_14465	CDS	1164	patB_7	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
CBKIEKNK_14466	CDS	861	phnPP_3	3.1.4.57	COG0613	Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase
CBKIEKNK_14467	CDS	834	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CBKIEKNK_14468	CDS	633	pdg			Ultraviolet N-glycosylase/AP lyase
CBKIEKNK_14469	CDS	672				hypothetical protein
CBKIEKNK_14470	CDS	660				hypothetical protein
CBKIEKNK_14471	CDS	471				hypothetical protein
CBKIEKNK_14472	CDS	855	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
CBKIEKNK_14473	CDS	1374				Bacteriohemerythrin
CBKIEKNK_14474	CDS	2613				hypothetical protein
CBKIEKNK_14475	CDS	1668				hypothetical protein
CBKIEKNK_14476	CDS	909	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
CBKIEKNK_14477	CDS	960	yteP_3		COG4209	putative multiple-sugar transport system permease YteP
CBKIEKNK_14478	CDS	2133				hypothetical protein
CBKIEKNK_14479	CDS	972				hypothetical protein
CBKIEKNK_14480	CDS	786		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
CBKIEKNK_14481	CDS	1329	mepA_18		COG0534	Multidrug export protein MepA
CBKIEKNK_14482	CDS	438				hypothetical protein
CBKIEKNK_14483	CDS	135				hypothetical protein
CBKIEKNK_14484	CDS	516				hypothetical protein
CBKIEKNK_14485	CDS	240				hypothetical protein
CBKIEKNK_14486	CDS	144				hypothetical protein
CBKIEKNK_14487	CDS	759				hypothetical protein
CBKIEKNK_14488	CDS	1281				hypothetical protein
CBKIEKNK_14489	CDS	825				hypothetical protein
CBKIEKNK_14490	CDS	1356				hypothetical protein
CBKIEKNK_14491	CDS	207				hypothetical protein
CBKIEKNK_14492	CDS	192				hypothetical protein
CBKIEKNK_14493	CDS	864	lacF_7			Lactose transport system permease protein LacF
CBKIEKNK_14494	CDS	774	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
CBKIEKNK_14495	CDS	1086				hypothetical protein
CBKIEKNK_14496	CDS	723	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
CBKIEKNK_14497	CDS	1248				hypothetical protein
CBKIEKNK_14498	CDS	441				hypothetical protein
CBKIEKNK_14499	CDS	666	phoP_7		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
CBKIEKNK_14500	CDS	1116	rcsC_43	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_14501	CDS	1365				hypothetical protein
CBKIEKNK_14502	CDS	189				hypothetical protein
CBKIEKNK_14503	CDS	648			COG1136	putative ABC transporter ATP-binding protein
CBKIEKNK_14504	CDS	426				hypothetical protein
CBKIEKNK_14505	CDS	624				hypothetical protein
CBKIEKNK_14506	CDS	252				hypothetical protein
CBKIEKNK_14507	CDS	273				hypothetical protein
CBKIEKNK_14508	CDS	207				hypothetical protein
CBKIEKNK_14509	CDS	126				hypothetical protein
CBKIEKNK_14510	CDS	246				hypothetical protein
CBKIEKNK_14511	CDS	366				hypothetical protein
CBKIEKNK_14512	CDS	402				hypothetical protein
CBKIEKNK_14513	CDS	453				hypothetical protein
CBKIEKNK_14514	CDS	417				IS630 family transposase ISPa47
CBKIEKNK_14515	CDS	636	macB_12	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
CBKIEKNK_14516	CDS	1302				hypothetical protein
CBKIEKNK_14517	CDS	1380				hypothetical protein
CBKIEKNK_14518	CDS	1332	rcsC_44	2.7.13.3		Sensor histidine kinase RcsC
CBKIEKNK_14519	CDS	675	phoP_8		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
CBKIEKNK_14520	CDS	1416	purF_8	2.4.2.14	COG0034	Amidophosphoribosyltransferase
CBKIEKNK_14521	CDS	1305			COG1167	Putative aminotransferase/MSMEI_6121
CBKIEKNK_14522	CDS	549				hypothetical protein
CBKIEKNK_14523	CDS	693				hypothetical protein
CBKIEKNK_14524	CDS	1011				hypothetical protein
CBKIEKNK_14525	CDS	291	sdpR_2		COG0640	Transcriptional repressor SdpR
CBKIEKNK_14526	CDS	642	sdpI_2		COG5658	Immunity protein SdpI
CBKIEKNK_14527	tRNA	89				tRNA-Ser(tga)
CBKIEKNK_14528	tRNA	90				tRNA-Ser(gct)
CBKIEKNK_14529	CDS	963	dnaA_6			Chromosomal replication initiator protein DnaA
CBKIEKNK_14530	CDS	996				hypothetical protein
CBKIEKNK_14531	CDS	270				hypothetical protein
CBKIEKNK_14532	CDS	99				hypothetical protein
CBKIEKNK_14533	CDS	1200				hypothetical protein
CBKIEKNK_14534	CDS	1176				hypothetical protein
CBKIEKNK_14535	CDS	534				hypothetical protein
CBKIEKNK_14536	CDS	270				hypothetical protein
CBKIEKNK_14537	CDS	315				hypothetical protein
CBKIEKNK_14538	CDS	393				hypothetical protein
CBKIEKNK_14539	CDS	441				hypothetical protein
CBKIEKNK_14540	CDS	2427				hypothetical protein
CBKIEKNK_14541	CDS	534				hypothetical protein
CBKIEKNK_14542	CDS	696				hypothetical protein
CBKIEKNK_14543	CDS	2424				hypothetical protein
CBKIEKNK_14544	CDS	414				hypothetical protein
CBKIEKNK_14545	CDS	1026				hypothetical protein
CBKIEKNK_14546	CDS	1473				hypothetical protein
CBKIEKNK_14547	CDS	1011	ccpA_7		COG1609	Catabolite control protein A
CBKIEKNK_14548	CDS	945	yteP_4		COG4209	putative multiple-sugar transport system permease YteP
CBKIEKNK_14549	CDS	906				hypothetical protein
CBKIEKNK_14550	CDS	1707				hypothetical protein
CBKIEKNK_14551	CDS	1464	abf2_3	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
CBKIEKNK_14552	CDS	2025	pflD_4	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
CBKIEKNK_14553	CDS	861	bssD_2	1.97.1.-		Benzylsuccinate synthase activating enzyme
CBKIEKNK_14554	CDS	1431				hypothetical protein
CBKIEKNK_14555	CDS	1461	sacA_1	3.2.1.26		Sucrose-6-phosphate hydrolase
CBKIEKNK_14556	CDS	858	ydjI_2		COG0191	putative protein YdjI
CBKIEKNK_14557	CDS	1485	xylB_11	2.7.1.17	COG1070	Xylulose kinase
CBKIEKNK_14558	CDS	1170	bdhB_2	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase B
CBKIEKNK_14559	CDS	780				hypothetical protein
CBKIEKNK_14560	CDS	831	xerC_65			Tyrosine recombinase XerC
CBKIEKNK_14561	CDS	480	srtB_2	3.4.22.-	COG4509	Sortase B
